一部	itibu	one part
大敗	taihai	crushing defeat
大家	ooya	landlord
大筋	oosuzi	outline
大作	taisaku	epic
大台	oodai	100-yen unit
大口	ooguti	big mouth
大雨	ooame	heavy rain
大声	oogoe	loud voice
大蔵	ookura	Ministry of Finance
大根	daikon	daikon
大将	taisyoo	general
大雪	ooyuki	heavy snow
大卒	daisotu	university graduate
大腸	daityoo	large intestine
大佐	taisa	colonel
大和	yamato	Yamato
大工	daiku	carpenter
大枠	oowaku	general framework
大義	taigi	great cause
大小	daisyoo	sizes
大仰	oogyoo	exaggeration
大社	taisya	grand shrine
大名	daimyoo	daimyo
大方	ookata	perhaps
大石	ooisi	large stone
大盤	ooban	demonstration board
大局	taikyoku	general situation
大木	taiboku	large tree
大成	taisei	completion
大破	taiha	serious damage
大役	taiyaku	important task
大砲	taihoo	gun
大河	taiga	large river
大祭	taisai	grand festival
大樹	taizyu	large tree
大洋	taiyoo	ocean
大観	taikan	broad overview
大同	daidoo	largely the same
大黒	daikoku	god of wealth
大技	oowaza	bold move
大法	taihoo	basic law
大道	daidoo	main street
大空	oozora	heavens
大瓶	oobin	large bottle
大王	daioo	great king
大輪	tairin	large-flowered
大尉	taii	captain
大抵	taitei	mostly
大器	taiki	large container
大船	oobune	large boat
大柄	oogara	large build
大粒	ootubu	large grain
大奥	oooku	inner palace
大川	ookawa	big river
大脳	dainoo	cerebrum
大麦	oomugi	barley
大福	daihuku	great fortune
大病	taibyoo	serious illness
大門	oomon	large front gate
大隊	daitai	battalion
大腿	daitai	thigh
大波	oonami	billow
大字	daizi	large character
大判	ooban	large size
大体	daitai	general
大敵	taiteki	great rival
大本	oomoto	foundation
大政	taisei	sovereign power
大昔	oomukasi	great antiquity
大師	daisi	great teacher
大挙	taikyo	in force
大皿	oozara	large plate
大志	taisi	ambition
大典	taiten	state ceremony
大悟	taigo	enlightenment
大漁	tairyoo	big catch
大著	taityo	voluminous work
大望	taimoo	aspiration
大聖	taisei	great sage
大男	oootoko	great man
大穴	ooana	large hole
大群	taigun	large crowd
大目	oome	large eyes
大蛇	oroti	big snake
大全	taizen	encyclopedia
大火	taika	large fire
大吉	daikiti	excellent luck
大路	oozi	main street
大味	ooazi	lack of taste
大帝	taitei	great emperor
大智	taiti	supreme wisdom
大系	taikei	outline
大安	taian	lucky day
大罪	daizai	serious crime
大潮	oosio	spring tide
大葉	ooba	beefsteak plant
大慶	taikei	great joy
大逆	daigyaku	high treason
大軍	taigun	army
大寒	daikan	extreme cold
大君	taikun	liege lord
大抵	taitei	mostly
大部	taibu	lengthy
大老	tairoo	chief minister
大徳	daitoku	virtuous priest
大食	taisyoku	gluttony
大玉	oodama	large ball
大農	dainoo	farming
大権	taiken	supreme authority
大乗	daizyoo	Mahayana Buddhism
大公	taikoo	archduke
大喪	taisoo	Imperial mourning
大過	taika	serious error
大赦	taisya	amnesty
大便	daiben	feces
大鋸	oga	large saw
大乱	tairan	rebellion
大暑	taisyo	blistering heat
大任	tainin	important task
大宗	taisoo	leading figure
大鳥	ootori	large bird
大概	taigai	in general
大獄	taigoku	roundup
大盛	oomori	large serving
大刀	tati	long sword
大願	taigan	ambition
大兄	taikei	older brother
大層	taisoo	very much
大枚	taimai	large sum
大意	taii	synopsis
大水	oomizu	flood
大勇	taiyuu	real courage
大儀	taigi	state ceremony
大尽	daizin	rich person
大風	ookaze	gale
大業	oowaza	bold move
大言	taigen	big talk
大知	taiti	supreme wisdom
大愚	taigu	great folly or fool
大屋	ooya	landlord
大数	taisuu	great number
大形	oogata	large
大筒	oozutu	cannon
大要	taiyoo	summary
大欲	taiyoku	avarice
大虚	taikyo	the sky
大儒	taizyu	great Confucian
大足	ooasi	big feet
大祓	ooharai	great purification
大姉	daisi	Sister
大鑑	taikan	encyclopedia
大賢	taiken	great sage
大損	oozon	heavy loss
大杯	taihai	large cup
大詰	oozume	final scene
大凶	daikyoo	terrible luck
大葬	taisoo	imperial funeral
大黄	daioo	rhubarb
大股	oomata	straddle
大略	tairyaku	excellent plan
大円	daien	large circle
大形	oogyoo	exaggeration
大患	taikan	serious illness
大事	daizi	important
大難	dainan	great disaster
大白	taihaku	large cup
大厄	taiyaku	calamity
大弓	daikyuu	bow
大詔	taisyoo	imperial rescript
大酔	taisui	dead drunk
大童	oowarawa	strenuous efforts
大藩	taihan	large feudal domain
大尾	taibi	end
大様	ooyoo	largehearted
大域	taiiki	wide area
大圏	taiken	great circle
大息	taisoku	deep sigh
大蒜	ninniku	garlic
大鉈	oonata	big hatchet
拡大	kakudai	magnification
最大	saidai	biggest
重大	zyuudai	serious
巨大	kyodai	huge
短大	tandai	junior college
増大	zoodai	enlargement
膨大	boodai	huge
工大	koodai	technical college
医大	idai	medical university
偉大	idai	greatness
広大	koodai	huge
過大	kadai	excessive
多大	tadai	heavy
壮大	soodai	magnificent
一大	itidai	one large ...
肥大	hidai	swell
絶大	zetudai	tremendous
強大	kyoodai	mighty
盛大	seidai	grand
雄大	yuudai	grandeur
特大	tokudai	extra-large
甚大	zindai	very great
芸大	geidai	university of arts
寛大	kandai	tolerance
長大	tyoodai	very long
音大	ondai	college of music
莫大	bakudai	enormous
膨大	boodai	huge
誇大	kodai	exaggeration
四大	sidai	the four elements
尊大	sondai	haughtiness
正大	seidai	fairness
国大	kokudai	national university
高大	koodai	lofty
極大	kyokudai	maximum
博大	hakudai	large and wide
遠大	endai	grand
御大	ontai	boss
過大	kadai	excessive
寛大	kandai	tolerance
雄大	yuudai	grandeur
高大	koodai	lofty
厖大	boodai	huge
散大	sandai	dilation
極大	kyokudai	maximum
宏大	koodai	huge
細大	saidai	great and small
倍大	baidai	double size
至大	sidai	immense
宏大	koodai	huge
著大	tyodai	exceptionally large
粗大	sodai	coarse or rough
博大	hakudai	large and wide
男性	dansei	man
男子	dansi	youth
男女	danzyo	men and women
男児	danzi	boy
男優	danyuu	actor
男系	dankei	male lineage
男役	otokoyaku	male part or role
男爵	dansyaku	baron
男声	dansei	male voice
男気	otokoke	male presence
男前	otokomae	handsome man
男手	otokode	man's handwriting
男衆	otokosyu	men
男物	otokomono	men's things
男心	otokogokoro	male instincts
男根	dankon	penis
男色	nansyoku	sodomy
男娼	dansyoo	male prostitute
男坂	otokozaka	steeper of two hills
男妾	dansyoo	male paramour
男滝	odaki	greater waterfall
長男	tyoonan	eldest son
二男	zinan	second son
次男	zinan	second son
三男	sannan	three sons
美男	binan	handsome man
大男	oootoko	great man
山男	yamaotoko	giant
色男	irootoko	lover
嫡男	tyakunan	heir
雪男	yukiotoko	abominable snowman
下男	genan	manservant
小男	kootoko	small man
寺男	teraotoko	male temple employee
醜男	buotoko	ugly man
作男	sakuotoko	farm hand
留男	tomeotoko	tout
中心	tyuusin	center
中央	tyuuoo	centre
中止	tyuusi	suspension
中間	tyuukan	middle
中学	tyuugaku	middle school
中小	tyuusyoo	small to medium
中旬	tyuuzyun	middle of a month
中部	tyuubu	center
中継	tyuukei	relay
中堅	tyuuken	main body
中断	tyuudan	interruption
中盤	tyuuban	middle
中身	nakami	contents
中期	tyuuki	middle period
中核	tyuukaku	kernel
中毒	tyuudoku	poisoning
中立	tyuuritu	neutrality
中古	tyuuko	used
中華	tyuuka	Chinese
中道	tyuudoo	middle of the road
中年	tyuunen	middle-age
中枢	tyuusuu	centre
中世	tyuusei	Middle Ages
中絶	tyuuzetu	abortion
中傷	tyuusyoo	slander
中軸	tyuuziku	axis
中等	tyuutoo	second grade
中途	tyuuto	in the middle
中略	tyuuryaku	omission
中型	tyuugata	medium size
中庭	nakaniwa	courtyard
中高	nakadaka	convex
中性	tyuusei	neutrality
中将	tyuuzyoo	lieutenant general
中座	tyuuza	leaving one's seat
中流	tyuuryuu	mid-stream
中級	tyuukyuu	intermediate level
中佐	tyuusa	lieutenant colonel
中指	nakayubi	middle finger
中原	tyuugen	middle of a field
中腹	tyuuhuku	mountain side
中尉	tyuui	first lieutenant
中州	nakasu	sandbank
中和	tyuuwa	neutralizing
中位	tyuui	medium
中興	tyuukoo	restoration
中洲	nakasu	sandbank
中編	tyuuhen	second part
中食	tyuuziki	lunch
中庸	tyuuyoo	middle way
中肉	tyuuniku	medium build
中空	tyuukuu	hollow
中層	tyuusoo	middle part
中腰	tyuugosi	half-rising posture
中正	tyuusei	impartiality
中外	tyuugai	home and abroad
中空	nakazora	mid-air
中背	tyuuzei	average height
中味	nakami	contents
中手	nakate	mid-season crops
中耳	tyuuzi	middle ear
中篇	tyuuhen	second part
中子	nakago	core
中幕	nakamaku	middle act
中綿	nakawata	padding
中口	nakaguti	central entrance
中葉	tyuuyoo	about the middle
中風	tyuubu	palsy
中老	tyuuroo	middle age
中正	tyuusei	impartiality
中天	tyuuten	mid-air
中波	tyuuha	medium wave
中頃	nakagoro	about the middle
中程	nakahodo	middle
中音	tyuuon	mediant
中農	tyuunoo	middle-class farmer
中気	tyuuki	palsy
中形	tyuugata	medium size
中黒	nakaguro	middle dot
中蓋	nakabuta	inner lid
中震	tyuusin	moderate earthquake
中日	tyuuniti	China and Japan
中幅	tyuuhaba	medium-width cloth
集中	syuutyuu	concentration
途中	totyuu	on the way
背中	senaka	back
訪中	hootyuu	visit to China
山中	santyuu	in the mountains
空中	kuutyuu	sky
的中	tekityuu	strike home
夢中	mutyuu	daze
熱中	nettyuu	going nuts
心中	sinzyuu	double suicide
水中	suityuu	underwater
最中	saityuu	in the middle of
地中	tityuu	underground
戦中	sentyuu	during the war
海中	kaityuu	in the sea
日中	nittyuu	daytime
連中	rentyuu	colleagues
夜中	yatyuu	during the night
道中	dootyuu	along the way
街中	matizyuu	the whole town
胸中	kyootyuu	one's heart
宮中	kyuutyuu	imperial court
渦中	katyuu	vortex
日中	nittyuu	daytime
最中	saityuu	in the middle of
獄中	gokutyuu	during imprisonment
手中	syutyuu	in one's hands
命中	meityuu	a hit
市中	sityuu	in the city
町中	matinaka	downtown
夜中	yonaka	midnight
文中	buntyuu	in the document
懐中	kaityuu	one's pocket
土中	dotyuu	earth
意中	ityuu	one's mind
術中	zyuttyuu	a trick
真中	mannaka	middle
家中	iezyuu	whole family
女中	zyotyuu	maid
社中	syatyuu	in a company
眼中	gantyuu	consideration
雨中	utyuu	in the rain
陣中	zintyuu	in camp
喪中	motyuu	mourning
火中	katyuu	in the fire
家中	katyuu	whole family
暑中	syotyuu	mid-summer
寒中	kantyuu	mid-winter
在中	zaityuu	within
洛中	rakutyuu	inside the capital
年中	nenzyuu	whole year
掌中	syootyuu	in the hand
年中	nenzyuu	whole year
忙中	bootyuu	busyness
御中	ontyuu	and Company
身中	sintyuu	within one's body
人中	hitonaka	society
秘中	hityuu	in secret
禁中	kintyuu	court
殿中	dentyuu	in the palace
腹中	hukutyuu	within one
死中	sityuu	fatal situation
正中	seityuu	the exact middle
泥中	deityuu	in the mud or mire
卒中	sottyuu	cerebral stroke
霧中	mutyuu	in the fog
忌中	kityuu	mourning
必中	hittyuu	hitting the target
座中	zatyuu	gathering
直中	tadanaka	middle
折中	settyuu	compromise
昼中	hirunaka	daytime
適中	tekityuu	strike home
長官	tyookan	secretary
長期	tyooki	long time period
長男	tyoonan	eldest son
長女	tyoozyo	eldest daughter
長年	naganen	long time
長編	tyoohen	long
長打	tyooda	long hit
長寿	tyoozyu	longevity
長身	tyoosin	tall figure
長屋	nagaya	tenement house
長居	nagai	long visit
長所	tyoosyo	strong point
長老	tyooroo	eldest
長者	tyoozya	millionaire
長調	tyootyoo	major key
長蛇	tyooda	long snake
長短	tyootan	length
長靴	nagagutu	leather boots
長大	tyoodai	very long
長袖	nagasode	long sleeves
長寿	tyoozyu	longevity
長文	tyoobun	long sentence
長髪	tyoohatu	long hair
長旅	nagatabi	long trip
長兄	tyookei	eldest brother
長子	tyoosi	eldest child
長雨	nagaame	long spell of rain
長篇	tyoohen	long
長生	tyoosei	longevity
長命	tyoomei	long life
長芋	nagaimo	Chinese yam
長径	tyookei	major axis
長姉	tyoosi	eldest sister
長物	tyoobutu	something long
長手	nagate	longish
長久	tyookyuu	permanence
長湯	nagayu	long, leisurely bath
長話	nagabanasi	long talk
長石	tyooseki	feldspar
長刀	naginata	halberd
長足	tyoosoku	rapid progress
長柄	nagae	long handle
長持	nagamoti	long-lasting
長閑	nodoka	tranquil
長講	tyookoo	lengthy lecture
長針	tyoosin	hand
長円	tyooen	ellipse
長駆	tyooku	a long march
長座	tyooza	long stay
長波	tyooha	long wave
長道	nagamiti	long road
長嘆	tyootan	deep sigh
長夜	tyooya	long night
長剣	tyooken	long sword
長幼	tyooyoo	young and old
長音	tyooon	long sound
長袴	nagabakama	long hakama
長尻	nagaziri	long stay
長尻	nagaziri	long stay
長逝	tyoosei	death
長途	tyooto	long way
長路	nagamiti	long road
会長	kaityoo	president
社長	syatyoo	company president
成長	seityoo	growth
議長	gityoo	chairman
局長	kyokutyoo	bureau director
市長	sityoo	mayor
延長	entyoo	extension
課長	katyoo	section manager
総長	sootyoo	president
校長	kootyoo	principal
所長	syotyoo	chief
次長	zityoo	vice-
院長	intyoo	director
学長	gakutyoo	university president
室長	situtyoo	section chief
座長	zatyoo	chairman
身長	sintyoo	height
首長	syutyoo	head
最長	saityoo	longest
町長	tyootyoo	town headman
店長	tentyoo	shop manager
船長	sentyoo	ship's captain
館長	kantyoo	superintendent
村長	sontyoo	village headman
全長	zentyoo	over-all length
係長	kakarityoo	chief clerk
区長	kutyoo	head of a ward
機長	kityoo	pilot
組長	kumityoo	boss
署長	syotyoo	chief
艦長	kantyoo	captain
助長	zyotyoo	promotion
園長	entyoo	head of a garden
隊長	taityoo	commanding officer
体長	taityoo	length of an animal
特長	tokutyoo	forte
波長	hatyoo	wavelength
医長	ityoo	medical director
年長	nentyoo	seniority
班長	hantyoo	squad leader
伸長	sintyoo	expansion
曹長	sootyoo	master sergeant
駅長	ekityoo	station master
年長	nentyoo	seniority
副長	hukutyoo	deputy head
家長	katyoo	patriarch
慶長	keityoo	Keichou era
士長	sityoo	leading private
生長	seityoo	growth
横長	yokonaga	oblong
悠長	yuutyoo	leisurely
増長	zootyoo	growing impudent
婦長	hutyoo	head nurse
薩長	sattyoo	Satsuma and Choshu
縦長	tatenaga	oblong
夜長	yonaga	long night
伍長	gotyoo	corporal
気長	kinaga	patient
深長	sintyoo	profound
族長	zokutyoo	patriarch
寮長	ryootyoo	dormitory leader
冗長	zyootyoo	tedious
面長	omonaga	oval-faced
級長	kyuutyoo	head of class
消長	syootyoo	prosperity and decay
尾長	onaga	azure-winged magpie
足長	asinaga	long-legged
酋長	syuutyoo	chieftain
楽長	gakutyoo	bandmaster
手長	tenaga	long-armed
脚長	asinaga	long-legged
上長	zyootyoo	one's superior
職長	syokutyoo	foreman
深長	sintyoo	profound
日長	hinaga	long day
天皇	tennoo	Emperor of Japan
天然	tennen	nature
天井	tenzyoo	ceiling
天才	tensai	genius
天気	tenki	weather
天候	tenkoo	weather
天国	tengoku	paradise
天空	tenkuu	sky
天使	tensi	angel
天下	tenka	the whole world
天体	tentai	heavenly body
天文	tenmon	astronomy
天理	tenri	natural laws
天神	tenzin	heavenly god
天狗	tengu	long-nosed goblin
天敵	tenteki	natural enemy
天災	tensai	natural calamity
天地	tenti	heaven and earth
天上	tenzyoo	the heavens
天性	tensei	nature
天命	tenmei	God's will
天王	tennoo	heavenly king
天職	tensyoku	vocation
天女	tennyo	heavenly nymph
天日	tenpi	the sun
天窓	tenmado	skylight
天声	tensei	heavenly voice
天馬	tenba	flying horse
天守	tensyu	castle tower
天寿	tenzyu	natural span of life
天頂	tentyoo	zenith
天性	tensei	nature
天明	tenmei	dawn
天子	tensi	the emperor
天来	tenrai	heavenly
天心	tensin	zenith
天外	tengai	beyond the heavens
天秤	tenbin	scales
天罰	tenbatu	divine punishment
天堂	tendoo	heaven
天網	tenmoo	heaven's vengeance
天覧	tenran	imperial inspection
天誅	tentyuu	heaven's punishment
天真	tensin	naivete
天道	tentoo	the sun
天竺	tenziku	India
天佑	tenyuu	divine aid
天分	tenbun	one's nature
天賦	tenpu	natural talent
天界	tenkai	heaven
天球	tenkyuu	celestial sphere
天人	tennin	nature and man
天領	tenryoo	imperial fief
天啓	tenkei	revelation
天為	teni	providential
天涯	tengai	horizon
天水	tensui	rain water
天与	tenyo	godsend
天蓋	tengai	canopy
天幕	tenmaku	curtain
天孫	tenson	descendant of a god
天辺	teppen	top
天恵	tenkei	Heaven's blessing
天帝	tentei	Lord
天意	teni	divine will
天成	tensei	nature
天眼	tengan	the heavenly eye
天主	tensyu	Lord of Heaven
天籟	tenrai	sound of wind
天朝	tentyoo	imperial court
天運	tenun	destiny
天変	tenpen	natural calamity
天恩	tenon	blessings of heaven
天工	tenkoo	work of nature
天象	tensyoo	weather
天譴	tenken	divine punishment
天機	tenki	secret of nature
天授	tenzyu	natural gifts
天険	tenken	natural defences
天際	tensai	horizon
天資	tensi	nature
天助	tenzyo	divine aid
楽天	rakuten	optimism
雨天	uten	rainy weather
先天	senten	inherent
仰天	gyooten	being amazed
晴天	seiten	fine weather
好天	kooten	fine weather
寒天	kanten	freezing weather
弁天	benten	Benten
荒天	kooten	stormy weather
満天	manten	the whole sky
露天	roten	open air
炎天	enten	blazing heat
回天	kaiten	changing the world
曇天	donten	weather
後天	kooten	a posteriori
水天	suiten	water and sky
南天	nanten	the southern sky
昇天	syooten	death
上天	zyooten	heaven
在天	zaiten	in heaven
蒼天	sooten	blue sky
青天	seiten	blue sky
脳天	nooten	crown of head
干天	kanten	drought
一天	itten	the whole sky
梵天	bonten	Brahma-Deva
中天	tyuuten	mid-air
野天	noten	in the open
暁天	gyooten	dawn
東天	tooten	the eastern sky
九天	kyuuten	sky
衝天	syooten	high spirits
旱天	kanten	drought
電話	denwa	telephone call
電子	densi	electron
電気	denki	electricity
電力	denryoku	electric power
電車	densya	train
電池	denti	battery
電機	denki	electrical machinery
電動	dendoo	electric
電球	denkyuu	light bulb
電鉄	dentetu	electric railway
電線	densen	electric line
電化	denka	electrification
電撃	dengeki	electric shock
電柱	dentyuu	telephone pole
電流	denryuu	electric current
電灯	dentoo	electric light
電磁	denzi	electromagnetic
電光	denkoo	lightning
電報	denpoo	telegram
電器	denki	electric
電圧	denatu	voltage
電工	denkoo	electrician
電極	denkyoku	electrode
電卓	dentaku	calculator
電信	densin	telegraph
電脳	dennoo	computer
電解	denkai	electrolysis
電荷	denka	charge
電文	denbun	telegram
電熱	dennetu	electric heat
電界	denkai	electric field
電炉	denro	electric furnace
電離	denri	ionization
電位	deni	potential
電場	denba	electric field
電路	denro	electrical circuit
電鍵	denken	telegraph key
発電	hatuden	generation
家電	kaden	consumer electronics
停電	teiden	power outage
充電	zyuuden	charging
送電	sooden	electric supply
公電	kooden	official telegram
終電	syuuden	last train
漏電	rooden	short circuit
放電	hooden	electrical discharge
市電	siden	municipal railway
打電	daden	sending a telegram
外電	gaiden	foreign telegram
帯電	taiden	electrification
受電	zyuden	receiving a telegram
荷電	kaden	electric charge
国電	kokuden	national railroad
紫電	siden	purple lightning
無電	muden	wireless
誘電	yuuden	induction
空電	kuuden	static
盗電	tooden	stealing electricity
返電	henden	reply telegram
偽電	giden	false telegram
強電	kyooden	power electrics
逐電	tikuden	flight
休電	kyuuden	electricity cut-off
土地	toti	plot of land
土俵	dohyoo	arena, esp. in sumo
土曜	doyoo	Saturday
土壌	dozyoo	soil
土木	doboku	engineering works
土台	dodai	foundation
土砂	dosya	earth and sand
土日	doniti	weekend
土産	miyage	present
土器	doki	earthenware
土手	dote	embankment
土星	dosei	Saturn
土中	dotyuu	earth
土偶	doguu	figure
土鍋	donabe	earthenware pot
土間	doma	dirt floor
土着	dotyaku	aboriginal
土方	dokata	construction worker
土蔵	dozoo	walls
土用	doyoo	midsummer
土足	dosoku	shod feet
土橋	dobasi	an earthen bridge
土俗	dozoku	local customs
土葬	dosoo	burial
土石	doseki	earth and stones
土瓶	dobin	earthenware teapot
土質	dositu	soil
土煙	tutikemuri	cloud of dust
土塀	dobei	mud wall
土人	dozin	natives
土色	tutiiro	earth
土製	dosei	clay
土管	dokan	earthen pipe
土豪	dogoo	powerful local clan
土工	dokoo	earthwork
土塊	dokai	lump of earth
土鳩	dobato	domestic pigeon
土竜	muguramoti	mole
土匪	dohi	local rebels
土民	domin	native
土埃	tutibokori	dust
土釜	dogama	earthen rice cooker
土牢	tutiroo	dungeon
国土	kokudo	country
領土	ryoodo	dominion
本土	hondo	mainland
風土	huudo	natural features
全土	zendo	the whole nation
郷土	kyoodo	native place
粘土	nendo	clay
浄土	zyoodo	Pure Land
焦土	syoodo	scorched earth
赤土	akatuti	red clay
凍土	toodo	frozen soil
表土	hyoodo	top soil
黄土	oodo	earth
黒土	kokudo	black terracotta
冥土	meido	Hades
泥土	deido	mud
陶土	toodo	potter's clay
楽土	rakudo	paradise
白土	hakudo	white clay
磁土	zido	kaolin
盛土	morituti	embankment
西土	seido	western lands
壁土	kabetuti	plaster
穢土	edo	this impure world
唐土	toodo	China
耕土	koodo	arable soil
沃土	yokudo	rich soil
荒土	koodo	wasteland
底土	sokotuti	subsoil
東西	toozai	east and west
東部	toobu	eastern part
東洋	tooyoo	Orient
東方	toohoo	eastern direction
東国	toogoku	eastern country
東側	higasigawa	east side
東北	toohoku	north-east
東邦	toohoo	Oriental country
東口	higasiguti	east entrance
東宮	tooguu	crown prince
東経	tookei	east longitude
東上	toozyoo	going to Tokyo
東風	koti	east wind
東南	toonan	south-east
東雲	sinonome	daybreak
東屋	azumaya	arbor
東遊	azumaasobi	Azuma-asobi
東進	toosin	proceeding east
東征	toosei	eastern expedition
東遷	toosen	east
東漸	toozen	eastward advance
東天	tooten	the eastern sky
北東	hokutoo	northeast
南東	nantoo	southeast
以東	itoo	... and eastward
近東	kintoo	Near East
読者	dokusya	reader
読書	dokusyo	reading
読本	tokuhon	reading-book
読経	dokyoo	sutra chanting
読物	yomimono	reading matter
読後	dokugo	after reading a book
読了	dokuryoo	finish reading
読点	tooten	comma
読会	dokkai	reading
読手	yomite	reader
読図	dokuzu	reading a map
朗読	roodoku	reading aloud
解読	kaidoku	deciphering
購読	koodoku	paid subscription
音読	ondoku	reading aloud
熟読	zyukudoku	perusal
再読	saidoku	rereading
一読	itidoku	perusal
代読	daidoku	reading for another
拝読	haidoku	reading
必読	hitudoku	must-read
判読	handoku	decipherment
誤読	godoku	misreading
通読	tuudoku	reading through
精読	seidoku	intensive reading
黙読	mokudoku	reading silently
訓読	kundoku	kun'yomi
多読	tadoku	reading
査読	sadoku	peer review
併読	heidoku	secondary reading
難読	nandoku	difficult to read
閲読	etudoku	reading
味読	midoku	appreciating a book
未読	midoku	unread
訳読	yakudoku	oral translation
未読	midoku	unread
講読	koodoku	reading
輪読	rindoku	reading in turns
可読	kadoku	readable
回読	kaidoku	read in turn
句読	kutoo	punctuation
奉読	hoodoku	respectful reading
侍読	zidoku	imperial tutor
南部	nanbu	southern part
南北	nanboku	south and north
南西	nansei	southwest
南東	nantoo	southeast
南側	minamigawa	south side
南方	nanpoo	south
南下	nanka	going south
南海	nankai	southern sea
南端	nantan	southern tip
南国	nangoku	southern countries
南口	minamiguti	south entrance
南洋	nanyoo	South Seas
南蛮	nanban	southern barbarians
南風	minamikaze	south wind
南郊	nankoo	southern suburbs
南岸	nangan	south coast
南進	nansin	proceeding south
南面	nanmen	south face
南画	nanga	Southern School
南天	nanten	the southern sky
南限	nangen	southern limit
南緯	nani	southern latitude
南都	nanto	Nara
南瓜	kabotya	pumpkin
指南	sinan	instruction
以南	inan	south of
西南	seinan	south-west
東南	toonan	south-east
以南	inan	south of
二塁	nirui	second base
二男	zinan	second son
二分	nibun	halving
二子	hutago	twins
二輪	nirin	two wheels
二元	nigen	duality
二兎	nito	two rabbits
二月	nigatu	February
二葉	hutaba	bud
二成	hutanari	hermaphrodite
二流	niryuu	second-rate
二言	nigon	double-dealing
二水	nisui	"kanji ""ice"" radical"
二股	hutamata	bifurcation
二三	nisan	two or three
二死	nisi	two out
二世	nisei	nisei
二目	hutame	for a second time
二道	hutamiti	branch roads
二乗	nizyoo	squaring
二心	hutagokoro	duplicity
二八	nippati	February and August
二伸	nisin	postscript
二親	hutaoya	both parents
無二	muni	peerless
日程	nittei	schedule
日々	hibi	every day
日曜	nitiyoo	Sunday
日常	nitizyoo	ordinary
日記	nikki	diary
日系	nikkei	Japanese descent
日時	nitizi	date and time
日付	hizuke	date
日数	nissuu	a number of days
日誌	nissi	journal
日光	nikkoo	sunlight
日中	nittyuu	daytime
日没	nitibotu	sunset
日和	biyori	ideal weather
日刊	nikkan	daily issue
日課	nikka	daily lesson
日食	nissyoku	solar eclipse
日向	hinata	sunny place
日報	nippoo	daily report
日中	nittyuu	daytime
日当	nittoo	daily allowance
日陰	hikage	shade
日勤	nikkin	day shift
日用	nitiyoo	daily use
日傘	higasa	sunshade
日夜	nitiya	day and night
日産	nissan	daily output
日出	nissyutu	sunrise
日給	nikkyuu	daily wages
日月	zitugetu	sun and moon
日日	hiniti	the number of days
日和	hiyori	weather
日蔭	hikage	shade
日射	nissya	solar radiation
日参	nissan	daily visit
日頃	higoro	normally
日子	nissi	days
日直	nittyoku	day duty
日夕	nisseki	day and night
日輪	nitirin	the sun
日銭	hizeni	daily income in cash
日日	hibi	every day
日蝕	nissyoku	solar eclipse
日影	hikage	shade
日雇	hiyatoi	daily employment
日常	nitizyoo	ordinary
日暮	higure	twilight
日頃	higoro	normally
日収	nissyuu	daily income
日永	hinaga	long day
日計	nikkei	daily account
日脚	hiasi	daytime
日毎	higoto	every day
日歩	hibu	daily interest
日長	hinaga	long day
日次	nitizi	daily
日焼	hiyake	sunburn
日傭	hiyoo	daily employment
同日	doozitu	the same day
毎日	mainiti	every day
前日	zenzitu	previous day
来日	rainiti	arrival in Japan
今日	kyoo	today
在日	zainiti	in Japan
初日	syoniti	first or opening day
翌日	yokuzitu	next day
当日	toozitu	appointed day
明日	asita	tomorrow
先日	senzitu	the other day
連日	renzitu	every day
両日	ryoozitu	both days
訪日	hooniti	visit to Japan
休日	kyuuzitu	holiday
平日	heizitu	weekday
祝日	syukuzitu	national holiday
反日	hanniti	anti-Japanese
駐日	tyuuniti	resident in Japan
朝日	asahi	morning sun
昨日	kinoo	yesterday
後日	gozitu	in the future
期日	kizitu	fixed date
即日	sokuzitu	same day
土日	doniti	weekend
本日	honzitu	today
春日	syunzitu	spring day
終日	syuuzitu	all day
夕日	yuuhi	evening sun
命日	meiniti	death anniversary
親日	sinniti	pro-Japanese
半日	hanniti	half day
抗日	kooniti	anti-Japanese
曜日	yoobi	day of the week
全日	zenzitu	all days
近日	kinzitu	soon
月日	tukihi	time
旭日	kyokuzitu	rising sun
末日	matuzitu	last day
離日	riniti	departure from Japan
落日	rakuzitu	setting sun
半日	hanniti	half day
縁日	enniti	temple festival
白日	hakuzitu	bright sunshine
天日	tenpi	the sun
過日	kazitu	recently
西日	nisibi	westering sun
永日	eizitu	long spring day
日日	hiniti	the number of days
滞日	tainiti	staying in Japan
薄日	usubi	soft light
冬日	huyubi	the winter sun
祭日	saizitu	national holiday
昔日	sekizitu	old days
吉日	kitizitu	lucky day
日日	hibi	every day
排日	hainiti	anti-Japanese
他日	tazitu	some day
隔日	kakuzitu	every other day
入日	irihi	setting sun
烈日	retuzitu	blazing sun
時日	zizitu	date
週日	syuuzitu	weekday
厄日	yakubi	unlucky day
秋日	syuuzitu	autumn day
近日	kinzitu	soon
聖日	seizitu	holy day
旗日	hatabi	national holiday
悪日	akubi	unlucky day
佳日	kazitu	auspicious day
頃日	keizitu	recently
暦日	rekizitu	calendar day
幾日	ikuniti	how many days?
旬日	zyunzitu	ten-day period
中日	tyuuniti	China and Japan
寧日	neizitu	peaceful day
入院	nyuuin	hospitalization
入場	nyuuzyoo	entrance
入札	nyuusatu	bid
